,benchmark_value,cash,date,execution_loss,long_exposure,pnl,portfolio_value,positions,short_exposure
281,93522.0,100000,2016-08-31 23:54:29.314750,-11,47700,-2098,-104321,"{u'A': -11, u'B': 5}",-252021
282,93285.0,100000,2016-09-01 00:42:03.279720,-14,57078,-2577,-117242,"{u'A': -12, u'B': 6}",-274320
283,93305.0,100000,2016-09-01 01:29:40.290730,-14,57102,-2561,-162938,"{u'A': -14, u'B': 6}",-320040
284,92920.0,100000,2016-09-01 11:25:52.103730,-18,37896,-3550,-158179,"{u'A': -13, u'B': 4}",-296075
285,93095.0,100000,2016-09-01 11:43:48.030410,-16,47415,-2714,-172345,"{u'A': -14, u'B': 5}",-319760
286,93127.0,100000,2016-09-01 12:03:11.975070,-13,56886,-2353,-186029,"{u'A': -15, u'B': 6}",-342915
287,93735.0,100000,2016-09-01 12:20:48.383190,-15,47715,-588,-174425,"{u'A': -14, u'B': 5}",-322140
288,93724.0,100000,2016-09-01 12:41:49.363560,-15,38168,-627,-137916,"{u'A': -12, u'B': 4}",-276084
289,93615.0,100000,2016-09-01 13:04:16.699450,-17,76232,-843,-30633,"{u'A': -9, u'B': 8}",-206865
290,93742.0,100000,2016-09-01 13:29:48.665740,-21,85932,-883,1924,"{u'A': -8, u'B': 9}",-184008
291,93989.0,100000,2016-09-01 13:53:06.572460,-22,105281,-561,43812,"{u'A': -7, u'B': 11}",-161469
292,93978.0,100000,2016-09-01 15:19:11.457280,-23,143550,-559,128230,"{u'A': -5, u'B': 15}",-115320
293,93972.0,100000,2016-09-01 15:46:40.122580,-23,133980,-573,141736,"{u'A': -4, u'B': 14}",-92244
294,94113.0,100000,2016-09-01 16:11:00.120000,-23,124553,-599,155241,"{u'A': -3, u'B': 13}",-69312
295,93990.0,100000,2016-09-01 16:46:21.412040,-22,124384,-558,155159,"{u'A': -3, u'B': 13}",-69225
296,94111.0,100000,2016-09-01 17:18:54.474690,-23,134078,-548,118513,"{u'A': -5, u'B': 14}",-115565
297,94202.0,100000,2016-09-01 17:50:38.569230,-21,134288,-707,95562,"{u'A': -6, u'B': 14}",-138726
298,94301.0,100000,2016-09-01 18:20:27.632430,-23,153648,-759,114790,"{u'A': -6, u'B': 16}",-138858
299,94318.0,100000,2016-09-01 19:56:28.511110,-23,182438,-637,143514,"{u'A': -6, u'B': 19}",-138924
300,94427.0,100000,2016-09-01 21:25:08.370180,-20,163489,-836,101292,"{u'A': -7, u'B': 17}",-162197
301,94305.0,100000,2016-09-01 22:55:09.204440,-21,134442,-769,118717,"{u'A': -5, u'B': 14}",-115725
302,94372.0,100000,2016-09-01 23:49:03.732600,-21,124982,-872,109227,"{u'A': -5, u'B': 13}",-115755
303,94190.0,100000,2016-09-02 00:22:15.646880,-20,124696,-810,109121,"{u'A': -5, u'B': 13}",-115575
304,93972.0,100000,2016-09-02 00:54:42.010080,-22,114840,-808,53413,"{u'A': -7, u'B': 12}",-161427
305,93866.0,100000,2016-09-02 01:35:18.931680,-23,114648,-704,53312,"{u'A': -7, u'B': 12}",-161336
306,94164.0,100000,2016-09-02 11:31:02.120270,-20,124566,-603,132058,"{u'A': -4, u'B': 13}",-92508
307,94274.0,100000,2016-09-02 11:51:18.061590,-20,124722,-602,178418,"{u'A': -2, u'B': 13}",-46304
308,94464.0,100000,2016-09-02 12:13:58.812350,-21,157862,-995,257862,"{u'A': 1, u'B': 14}",0
309,94648.0,100000,2016-09-02 12:35:34.362030,-21,191028,-1323,291028,"{u'A': 2, u'B': 15}",0
310,94579.0,100000,2016-09-02 13:00:26.824540,-18,158115,-1288,258115,"{u'A': 1, u'B': 14}",0
311,94685.0,100000,2016-09-02 13:28:33.837940,-15,167955,-1464,267955,"{u'A': 1, u'B': 15}",0
312,94678.0,100000,2016-09-02 15:03:23.769930,-14,144810,-1529,221606,"{u'A': -1, u'B': 15}",-23204
313,94724.0,100000,2016-09-02 15:34:24.725610,-15,177853,-1680,277853,"{u'A': 1, u'B': 16}",0
314,94847.0,100000,2016-09-02 16:02:53.877360,-15,280655,-2003,380655,"{u'A': 5, u'B': 17}",0
315,94914.0,100000,2016-09-02 16:35:34.829080,-14,267332,-2258,367332,"{u'A': 4, u'B': 18}",0
316,94707.0,100000,2016-09-02 17:10:50.333120,-15,313110,-1602,413110,"{u'A': 6, u'B': 18}",0
317,94670.0,100000,2016-09-02 17:43:22.831960,-14,260820,-1454,360820,"{u'A': 5, u'B': 15}",0
318,94773.0,100000,2016-09-02 18:14:44.058120,-18,154768,-1734,254768,"{u'A': 0, u'B': 16}",0
319,94958.0,100000,2016-09-02 19:55:42.812630,-22,220980,-2130,320980,"{u'A': 2, u'B': 18}",0
320,95066.0,100000,2016-09-02 21:13:39.659000,-21,225100,-2387,325100,"{u'A': 3, u'B': 16}",0
321,95161.0,100000,2016-09-02 22:31:29.788670,-23,281629,-2684,381629,"{u'A': 5, u'B': 17}",0
322,95444.0,100000,2016-09-02 23:08:00.789420,-25,319429,-3538,419429,"{u'A': 7, u'B': 16}",0
323,95667.0,100000,2016-09-02 23:44:02.827570,-25,320169,-4264,420169,"{u'A': 7, u'B': 16}",0
324,95501.0,100000,2016-09-03 00:22:15.823840,-29,290365,-3711,390365,"{u'A': 7, u'B': 13}",0
325,95693.0,100000,2016-09-03 01:04:34.824650,-26,287079,-4265,387079,"{u'A': 6, u'B': 15}",0
326,95795.0,100000,2016-09-05 11:11:17.897050,-26,310805,-4573,410805,"{u'A': 7, u'B': 15}",0
327,96251.0,100000,2016-09-05 11:34:12.296970,-22,312296,-6007,412296,"{u'A': 7, u'B': 15}",0
328,96081.0,100000,2016-09-05 11:54:03.805880,-25,301938,-5433,401938,"{u'A': 7, u'B': 14}",0
329,96190.0,100000,2016-09-05 12:15:45.778570,-25,212024,-5728,312024,"{u'A': 4, u'B': 12}",0
330,96281.0,100000,2016-09-05 12:36:42.254150,-30,188661,-5926,288661,"{u'A': 3, u'B': 12}",0
331,96281.0,100000,2016-09-05 13:01:20.258610,-28,265265,-5905,365265,"{u'A': 5, u'B': 15}",0
332,96321.0,100000,2016-09-05 13:29:47.906400,-31,292902,-6029,392902,"{u'A': 7, u'B': 13}",0
