,benchmark_value,cash,date,execution_loss,long_exposure,pnl,portfolio_value,positions,short_exposure
43,94427.0,100000,2016-08-16 16:10:12.878940,-10,9717,889,-211177,"{u'A': -14, u'B': 1}",-320894
44,94545.0,100000,2016-08-16 16:41:11.576350,-8,19470,1080,-178685,"{u'A': -13, u'B': 2}",-298155
45,94391.0,100000,2016-08-16 17:12:31.021700,-12,9715,759,-210997,"{u'A': -14, u'B': 1}",-320712
46,94431.0,100000,2016-08-16 17:39:52.520860,-16,0,1007,-299408,"{u'A': -17, u'B': -1}",-399408
47,94383.0,100000,2016-08-16 18:06:56.520640,-19,0,847,-243710,"{u'A': -15, u'B': 0}",-343710
48,95223.0,100000,2016-08-16 19:23:42.517300,-17,19606,3495,-157642,"{u'A': -12, u'B': 2}",-277248
49,94972.0,100000,2016-08-16 20:17:31.814960,-18,19548,2923,-134013,"{u'A': -11, u'B': 2}",-253561
50,94869.0,100000,2016-08-16 21:29:54.519880,-16,0,2707,-107288,"{u'A': -9, u'B': 0}",-207288
51,94484.0,100000,2016-08-16 22:33:26.666880,-18,0,1685,-116155,"{u'A': -9, u'B': -1}",-216155
52,94765.0,100000,2016-08-16 23:18:55.665280,-19,0,2030,-1753,"{u'A': -4, u'B': -1}",-101753
53,94255.0,100000,2016-08-16 23:48:23.515150,-21,0,1595,-37340,"{u'A': -6, u'B': 0}",-137340
54,94426.0,100000,2016-08-17 00:25:32.367700,-22,0,1863,-47310,"{u'A': -6, u'B': -1}",-147310
55,94374.0,100000,2016-08-17 01:08:09.320990,-26,0,1826,-60489,"{u'A': -7, u'B': 0}",-160489
56,94541.0,100000,2016-08-17 11:18:03.277750,-27,0,2049,-34240,"{u'A': -5, u'B': -2}",-134240
57,94403.0,100000,2016-08-17 11:38:45.671550,-25,0,1861,-53498,"{u'A': -5, u'B': -4}",-153498
58,94530.0,100000,2016-08-17 11:59:21.671140,-25,0,2022,-34244,"{u'A': -5, u'B': -2}",-134244
59,94631.0,100000,2016-08-17 12:22:46.768730,-24,0,2302,-103438,"{u'A': -8, u'B': -2}",-203438
60,94552.0,100000,2016-08-17 12:47:14.223960,-22,0,2315,-24692,"{u'A': -5, u'B': -1}",-124692
61,94404.0,100000,2016-08-17 13:12:31.222170,-21,0,2186,31099,"{u'A': -3, u'B': 0}",-68901
62,94431.0,100000,2016-08-17 13:42:58.720750,-23,0,2203,31096,"{u'A': -3, u'B': 0}",-68904
63,94485.0,100000,2016-08-17 15:15:12.275080,-22,0,2248,21368,"{u'A': -3, u'B': -1}",-78632
64,94530.0,100000,2016-08-17 15:43:53.723440,-22,9714,2282,-5186,"{u'A': -5, u'B': 1}",-114900
65,94617.0,100000,2016-08-17 16:11:13.176560,-20,29175,2343,14195,"{u'A': -5, u'B': 3}",-114980
66,94547.0,100000,2016-08-17 16:44:07.577990,-21,19442,2273,73500,"{u'A': -2, u'B': 2}",-45942
67,94137.0,100000,2016-08-17 17:11:18.780240,-22,0,2123,54268,"{u'A': -2, u'B': 0}",-45732
68,94143.0,100000,2016-08-17 17:35:39.780540,-25,19366,2103,73638,"{u'A': -2, u'B': 2}",-45728
69,93811.0,100000,2016-08-17 17:58:25.228380,-22,19294,2141,119294,"{u'A': 0, u'B': 2}",0
70,93627.0,100000,2016-08-17 18:23:17.530810,-18,61254,2274,161254,"{u'A': 1, u'B': 4}",0
71,93873.0,100000,2016-08-17 19:52:29.524080,-20,51761,2160,151761,"{u'A': 1, u'B': 3}",0
72,93784.0,100000,2016-08-17 21:07:18.173420,-20,64876,2219,164876,"{u'A': 2, u'B': 2}",0
73,93844.0,100000,2016-08-17 22:18:59.874230,-18,100928,2147,200928,"{u'A': 4, u'B': 1}",0
74,93803.0,100000,2016-08-17 23:28:39.025070,-17,0,2146,90369,"{u'A': 0, u'B': -1}",-9631
75,93576.0,100000,2016-08-17 23:53:34.528480,-15,9600,2160,86812,"{u'A': -1, u'B': 1}",-22788
76,93647.0,100000,2016-08-18 00:30:07.675080,-15,0,2209,54398,"{u'A': -2, u'B': 0}",-45602
77,93717.0,100000,2016-08-18 01:03:39.025920,-16,0,2272,12285,"{u'A': -3, u'B': -2}",-87715
78,93284.0,100000,2016-08-18 01:39:17.526530,-15,0,1902,-10152,"{u'A': -4, u'B': -2}",-110152
79,94387.0,100000,2016-08-18 11:29:21.465670,-38,0,3172,-30676,"{u'A': -4, u'B': -4}",-130676
80,94717.0,100000,2016-08-18 11:47:35.965030,-37,0,3651,-106399,"{u'A': -6, u'B': -7}",-206399
81,94602.0,100000,2016-08-18 12:08:29.986390,-38,0,3448,-96488,"{u'A': -6, u'B': -6}",-196488
82,94792.0,100000,2016-08-18 12:31:19.914940,-37,0,3850,-143060,"{u'A': -8, u'B': -6}",-243060
83,94930.0,100000,2016-08-18 12:53:13.918520,-36,0,4322,-162960,"{u'A': -8, u'B': -8}",-262960
84,94952.0,100000,2016-08-18 13:17:41.115450,-34,0,4408,-83854,"{u'A': -5, u'B': -7}",-183854
85,95042.0,100000,2016-08-18 13:42:59.861920,-33,0,4591,-51124,"{u'A': -4, u'B': -6}",-151124
86,94954.0,100000,2016-08-18 15:09:07.424450,-32,0,4373,-106990,"{u'A': -6, u'B': -7}",-206990
87,94648.0,100000,2016-08-18 15:32:17.365080,-35,0,3680,-148818,"{u'A': -7, u'B': -9}",-248818
88,94579.0,100000,2016-08-18 15:51:27.274370,-35,0,3597,-152333,"{u'A': -8, u'B': -7}",-252333
89,94495.0,100000,2016-08-18 16:15:59.119330,-39,0,3468,-73311,"{u'A': -5, u'B': -6}",-173311
90,94467.0,100000,2016-08-18 16:43:56.269970,-41,0,3458,-135046,"{u'A': -6, u'B': -10}",-235046
91,94490.0,100000,2016-08-18 17:10:51.121770,-38,0,3525,-141061,"{u'A': -5, u'B': -13}",-241061
92,94178.0,100000,2016-08-18 17:34:27.867950,-39,0,2773,-146208,"{u'A': -4, u'B': -16}",-246208
93,94226.0,100000,2016-08-18 17:59:50.866310,-39,0,2855,-119572,"{u'A': -2, u'B': -18}",-219572
94,94419.0,100000,2016-08-18 18:29:51.366780,-40,0,3277,-106616,"{u'A': -1, u'B': -19}",-206616
95,94298.0,100000,2016-08-18 20:19:52.313530,-40,0,3022,-102566,"{u'A': 0, u'B': -21}",-202566
96,94219.0,100000,2016-08-18 21:48:28.659520,-39,23017,2820,-88997,"{u'A': 1, u'B': -22}",-212014
97,94239.0,100000,2016-08-18 23:01:11.863530,-41,23022,2864,-89036,"{u'A': 1, u'B': -22}",-212058
98,94212.0,100000,2016-08-18 23:45:19.113970,-43,0,2792,-135008,"{u'A': -1, u'B': -22}",-235008
99,94340.0,100000,2016-08-19 00:21:58.111590,-42,0,3089,-135306,"{u'A': -1, u'B': -22}",-235306
100,94501.0,100000,2016-08-19 01:04:04.108650,-42,46186,3333,-66400,"{u'A': 2, u'B': -22}",-212586
101,93895.0,100000,2016-08-19 12:11:27.239630,-43,0,1799,-147575,"{u'A': -2, u'B': -21}",-247575
102,93923.0,100000,2016-08-19 12:30:44.678130,-41,0,1918,-160972,"{u'A': -3, u'B': -20}",-260972
103,93777.0,100000,2016-08-19 12:51:52.934440,-38,0,1457,-118460,"{u'A': -2, u'B': -18}",-218460
104,93702.0,100000,2016-08-19 13:14:11.673770,-39,0,1251,-127822,"{u'A': -2, u'B': -19}",-227822
105,93938.0,100000,2016-08-19 13:40:26.680000,-41,45908,1720,-46212,"{u'A': 2, u'B': -20}",-192120
106,93921.0,100000,2016-08-19 15:09:52.911410,-43,0,1783,-101747,"{u'A': 0, u'B': -21}",-201747
107,93995.0,100000,2016-08-19 15:38:34.067090,-43,0,2054,-111618,"{u'A': 0, u'B': -22}",-211618
108,93914.0,100000,2016-08-19 16:04:19.537400,-45,22937,1788,-88439,"{u'A': 1, u'B': -22}",-211376
109,94166.0,100000,2016-08-19 16:31:22.577640,-47,22988,2370,-98686,"{u'A': 1, u'B': -23}",-221674
110,94176.0,100000,2016-08-19 17:01:20.943770,-48,0,2303,-121582,"{u'A': 0, u'B': -23}",-221582
111,93918.0,100000,2016-08-19 17:24:01.933270,-47,0,1812,-134393,"{u'A': -1, u'B': -22}",-234393
112,93914.0,100000,2016-08-19 17:48:48.031760,-48,45864,1773,-65556,"{u'A': 2, u'B': -22}",-211420
113,93800.0,100000,2016-08-19 18:11:35.927510,-49,22920,1402,-88104,"{u'A': 1, u'B': -22}",-211024
114,93711.0,100000,2016-08-19 19:34:11.766880,-49,22908,1143,-97409,"{u'A': 1, u'B': -23}",-220317
115,93643.0,100000,2016-08-19 20:50:28.525850,-50,22899,1005,-58912,"{u'A': 1, u'B': -19}",-181811
116,93550.0,100000,2016-08-19 22:11:05.214530,-51,0,867,-117830,"{u'A': -2, u'B': -18}",-217830
117,93765.0,100000,2016-08-19 23:21:32.917600,-48,0,1394,-95450,"{u'A': -1, u'B': -18}",-195450
118,93395.0,100000,2016-08-19 23:49:20.914410,-48,0,517,-172677,"{u'A': -4, u'B': -19}",-272677
119,93580.0,100000,2016-08-20 00:21:55.565050,-49,0,1147,-196129,"{u'A': -5, u'B': -19}",-296129
120,93773.0,100000,2016-08-20 00:59:00.911580,-51,0,1797,-206350,"{u'A': -5, u'B': -20}",-306350
121,93847.0,100000,2016-08-20 01:39:43.359540,-43,0,2001,-177786,"{u'A': -5, u'B': -17}",-277786
122,93817.0,100000,2016-08-22 11:30:56.397660,-31,0,1931,-135609,"{u'A': -4, u'B': -15}",-235609
123,94023.0,100000,2016-08-22 11:48:50.904350,-30,0,2508,-201295,"{u'A': -6, u'B': -17}",-301295
124,93945.0,100000,2016-08-22 12:10:08.903420,-29,0,2255,-224008,"{u'A': -7, u'B': -17}",-324008
125,93608.0,100000,2016-08-22 12:33:20.377450,-29,0,1433,-93003,"{u'A': -3, u'B': -13}",-193003
126,93221.0,100000,2016-08-22 12:53:29.180680,-31,0,590,-134057,"{u'A': -4, u'B': -15}",-234057
127,93198.0,100000,2016-08-22 13:18:21.180450,-28,0,477,-202408,"{u'A': -7, u'B': -15}",-302408
128,93180.0,100000,2016-08-22 13:46:10.835530,-27,0,391,-194765,"{u'A': -5, u'B': -19}",-294765
129,93330.0,100000,2016-08-22 15:12:36.839210,-28,0,896,-221891,"{u'A': -7, u'B': -17}",-321891
130,93412.0,100000,2016-08-22 15:39:47.209380,-28,0,1274,-323136,"{u'A': -11, u'B': -18}",-423136
131,93282.0,100000,2016-08-22 16:07:53.281550,-27,0,791,-261646,"{u'A': -10, u'B': -14}",-361646
132,93244.0,100000,2016-08-22 16:40:07.137320,-25,0,648,-210141,"{u'A': -9, u'B': -11}",-310141
133,93222.0,100000,2016-08-22 17:07:09.135200,-26,0,545,-63633,"{u'A': -3, u'B': -10}",-163633
134,93534.0,100000,2016-08-22 17:31:16.902120,-26,0,918,10240,"{u'A': -1, u'B': -7}",-89760
135,93807.0,100000,2016-08-22 17:55:57.150110,-24,0,1143,38722,"{u'A': -1, u'B': -4}",-61278
136,93985.0,100000,2016-08-22 18:19:16.144690,-23,0,1342,-34131,"{u'A': -5, u'B': -2}",-134131
137,93759.0,100000,2016-08-22 19:46:31.199260,-26,9579,1098,40783,"{u'A': -3, u'B': 1}",-68796
138,93534.0,100000,2016-08-22 20:41:38.240700,-26,9554,898,-27738,"{u'A': -6, u'B': 1}",-137292
139,93487.0,100000,2016-08-22 21:40:12.768130,-26,19094,866,27590,"{u'A': -4, u'B': 2}",-91504
140,93549.0,100000,2016-08-22 22:50:01.958250,-27,9553,948,17985,"{u'A': -4, u'B': 1}",-91568
141,93381.0,100000,2016-08-22 23:37:50.466960,-30,0,710,-37088,"{u'A': -6, u'B': 0}",-137088
142,93468.0,100000,2016-08-23 00:07:46.761600,-34,28638,842,-54314,"{u'A': -8, u'B': 3}",-182952
143,93648.0,100000,2016-08-23 00:38:35.606540,-33,9564,1166,-73748,"{u'A': -8, u'B': 1}",-183312
144,93504.0,100000,2016-08-23 01:20:28.018530,-34,0,868,-115486,"{u'A': -9, u'B': -1}",-215486
145,93581.0,100000,2016-08-23 11:20:16.131320,-34,0,1256,-138729,"{u'A': -10, u'B': -1}",-238729
146,93798.0,100000,2016-08-23 11:39:15.144030,-36,0,1657,-129540,"{u'A': -10, u'B': 0}",-229540
147,93544.0,100000,2016-08-23 11:59:16.503230,-38,0,1006,-184198,"{u'A': -12, u'B': -1}",-284198
148,93835.0,100000,2016-08-23 12:19:59.148500,-42,0,1844,-207937,"{u'A': -13, u'B': -1}",-307937
149,93774.0,100000,2016-08-23 12:43:21.860120,-41,0,1714,-171518,"{u'A': -11, u'B': -2}",-271518
150,93740.0,100000,2016-08-23 13:10:05.248250,-39,0,1610,-203942,"{u'A': -12, u'B': -3}",-303942
151,93645.0,100000,2016-08-23 13:40:05.867300,-38,0,1310,-176925,"{u'A': -10, u'B': -5}",-276925
152,93665.0,100000,2016-08-23 15:13:15.159980,-38,0,1350,-219034,"{u'A': -11, u'B': -7}",-319034
153,93712.0,100000,2016-08-23 15:42:02.114380,-38,0,1591,-169622,"{u'A': -8, u'B': -9}",-269622
154,93693.0,100000,2016-08-23 16:08:14.151540,-39,0,1533,-202056,"{u'A': -9, u'B': -10}",-302056
155,93480.0,100000,2016-08-23 16:40:25.152760,-39,0,811,-283477,"{u'A': -13, u'B': -9}",-383477
156,93787.0,100000,2016-08-23 17:08:40.112280,-40,0,1932,-238802,"{u'A': -11, u'B': -9}",-338802
157,93726.0,100000,2016-08-23 17:35:27.136340,-41,0,1746,-253910,"{u'A': -10, u'B': -13}",-353910
158,93876.0,100000,2016-08-23 18:03:57.494520,-42,0,2206,-198880,"{u'A': -8, u'B': -12}",-298880
159,94054.0,100000,2016-08-23 19:18:57.155480,-41,0,2708,-166789,"{u'A': -7, u'B': -11}",-266789
160,94172.0,100000,2016-08-23 20:27:14.970530,-44,0,3030,-167098,"{u'A': -7, u'B': -11}",-267098
161,94210.0,100000,2016-08-23 21:51:21.117550,-44,0,3163,-199880,"{u'A': -8, u'B': -12}",-299880
162,94266.0,100000,2016-08-23 23:10:24.100560,-43,0,3378,-213521,"{u'A': -9, u'B': -11}",-313521
163,94432.0,100000,2016-08-23 23:47:30.110480,-44,0,4017,-233364,"{u'A': -9, u'B': -13}",-333364
164,94346.0,100000,2016-08-24 00:20:54.269580,-41,0,3724,-242702,"{u'A': -9, u'B': -14}",-342702
165,94334.0,100000,2016-08-24 00:58:03.630400,-44,0,3707,-156064,"{u'A': -4, u'B': -17}",-256064
166,94248.0,100000,2016-08-24 01:37:18.097030,-44,0,3469,-192362,"{u'A': -6, u'B': -16}",-292362
167,93586.0,100000,2016-08-24 11:34:41.776280,-46,0,1506,-152114,"{u'A': -6, u'B': -12}",-252114
168,93514.0,100000,2016-08-24 11:58:26.160940,-45,0,1309,-142366,"{u'A': -6, u'B': -11}",-242366
169,93298.0,100000,2016-08-24 12:25:02.669660,-44,0,825,-141822,"{u'A': -6, u'B': -11}",-241822
170,92871.0,100000,2016-08-24 12:50:39.207660,-36,0,-80,-72441,"{u'A': -3, u'B': -11}",-172441
171,93118.0,100000,2016-08-24 13:17:21.707600,-25,0,372,-76742,"{u'A': -4, u'B': -9}",-176742
172,93146.0,100000,2016-08-24 13:50:19.361680,-21,0,451,-84498,"{u'A': -6, u'B': -5}",-184498
173,92986.0,100000,2016-08-24 15:23:00.374710,-22,0,192,-57550,"{u'A': -4, u'B': -7}",-157550
174,93048.0,100000,2016-08-24 15:58:31.922150,-19,0,322,-40468,"{u'A': -2, u'B': -10}",-140468
175,92975.0,100000,2016-08-24 16:31:10.700010,-14,22795,235,28025,"{u'A': 1, u'B': -10}",-94770
176,92628.0,100000,2016-08-24 17:03:13.106660,-24,22709,-140,18847,"{u'A': 1, u'B': -11}",-103862
177,93034.0,100000,2016-08-24 17:34:15.252590,-22,0,390,-32804,"{u'A': 0, u'B': -14}",-132804
178,93222.0,100000,2016-08-24 18:04:13.909360,-22,68508,655,44878,"{u'A': 3, u'B': -13}",-123630
179,93304.0,100000,2016-08-24 19:27:08.740990,-19,68541,828,44755,"{u'A': 3, u'B': -13}",-123786
180,93273.0,100000,2016-08-24 21:07:21.710920,-20,68517,818,63808,"{u'A': 3, u'B': -11}",-104709
181,93307.0,100000,2016-08-24 22:38:47.129160,-20,68538,858,63785,"{u'A': 3, u'B': -11}",-104753
182,93245.0,100000,2016-08-24 23:43:00.761130,-26,68505,849,25780,"{u'A': 3, u'B': -15}",-142725
183,93161.0,100000,2016-08-25 00:25:34.216030,-25,91252,807,48647,"{u'A': 4, u'B': -15}",-142605
184,93122.0,100000,2016-08-25 01:13:07.723760,-27,45612,801,12584,"{u'A': 2, u'B': -14}",-133028
185,93304.0,100000,2016-08-25 11:19:08.522360,-28,22842,1072,8554,"{u'A': 1, u'B': -12}",-114288
186,92911.0,100000,2016-08-25 11:37:46.961280,-25,45526,608,22325,"{u'A': 2, u'B': -13}",-123201
187,93024.0,100000,2016-08-25 11:55:34.971200,-26,91108,782,58192,"{u'A': 4, u'B': -14}",-132916
188,93285.0,100000,2016-08-25 12:13:37.746000,-28,91280,1099,67403,"{u'A': 4, u'B': -13}",-123877
189,93468.0,100000,2016-08-25 12:32:16.642940,-29,91416,1267,67240,"{u'A': 4, u'B': -13}",-124176
190,93338.0,100000,2016-08-25 12:52:44.007000,-30,68487,1142,34983,"{u'A': 3, u'B': -14}",-133504
191,93252.0,100000,2016-08-25 13:14:14.509990,-30,45642,1006,-16232,"{u'A': 2, u'B': -17}",-161874
192,93340.0,100000,2016-08-25 13:38:22.355460,-34,22840,1096,-20140,"{u'A': 1, u'B': -15}",-142980
193,93274.0,100000,2016-08-25 15:08:34.846090,-28,114160,927,99896,"{u'A': 5, u'B': -12}",-114264
194,93363.0,100000,2016-08-25 15:36:45.799580,-30,159943,956,145547,"{u'A': 7, u'B': -12}",-114396
195,93501.0,100000,2016-08-25 16:00:16.690510,-29,183144,749,187714,"{u'A': 8, u'B': -10}",-95430
196,93426.0,100000,2016-08-25 16:29:08.786410,-29,160146,769,145738,"{u'A': 7, u'B': -12}",-114408
197,93318.0,100000,2016-08-25 17:02:52.762310,-27,160048,674,145832,"{u'A': 7, u'B': -12}",-114216
198,93104.0,100000,2016-08-25 17:30:12.757400,-28,182576,681,178164,"{u'A': 8, u'B': -11}",-104412
199,93149.0,100000,2016-08-25 17:57:36.402490,-27,251097,669,237109,"{u'A': 11, u'B': -12}",-113988
200,92994.0,100000,2016-08-25 18:26:52.799020,-20,205263,635,210503,"{u'A': 9, u'B': -10}",-94760
201,93047.0,100000,2016-08-25 20:06:50.330830,-20,250921,705,265556,"{u'A': 11, u'B': -9}",-85365
202,93053.0,100000,2016-08-25 21:37:23.155440,-17,250844,810,255954,"{u'A': 11, u'B': -10}",-94890
203,93056.0,100000,2016-08-25 23:00:50.487470,-18,296439,863,311029,"{u'A': 13, u'B': -9}",-85410
204,93159.0,100000,2016-08-25 23:46:20.926450,-18,319508,737,324478,"{u'A': 14, u'B': -10}",-95030
205,93179.0,100000,2016-08-26 00:20:41.818230,-17,228220,770,214136,"{u'A': 10, u'B': -12}",-114084
206,93271.0,100000,2016-08-26 01:05:16.762310,-15,251273,641,256103,"{u'A': 11, u'B': -10}",-95170
207,93054.0,100000,2016-08-26 11:18:33.920450,-13,296491,697,273147,"{u'A': 13, u'B': -13}",-123344
208,93530.0,100000,2016-08-26 11:42:44.423740,-9,229050,243,204978,"{u'A': 10, u'B': -13}",-124072
209,93771.0,100000,2016-08-26 12:06:45.577270,-7,229530,117,214654,"{u'A': 10, u'B': -12}",-114876
210,93841.0,100000,2016-08-26 12:33:22.969350,1,229780,-75,243587,"{u'A': 10, u'B': -9}",-86193
211,93639.0,100000,2016-08-26 13:02:50.028930,6,252252,200,256702,"{u'A': 11, u'B': -10}",-95550
212,93721.0,100000,2016-08-26 13:35:26.122620,6,229480,113,224265,"{u'A': 10, u'B': -11}",-105215
213,93617.0,100000,2016-08-26 15:13:47.139600,6,183488,45,187998,"{u'A': 8, u'B': -10}",-95490
214,93319.0,100000,2016-08-26 15:40:03.679360,5,182976,241,187826,"{u'A': 8, u'B': -10}",-95150
215,93442.0,100000,2016-08-26 16:06:09.526930,5,160342,93,165082,"{u'A': 7, u'B': -10}",-95260
216,93369.0,100000,2016-08-26 16:41:10.121580,7,183056,221,216409,"{u'A': 8, u'B': -7}",-66647
217,93598.0,100000,2016-08-26 17:12:19.675290,8,114670,123,128756,"{u'A': 5, u'B': -9}",-85914
218,93561.0,100000,2016-08-26 17:43:31.569560,6,45846,174,50416,"{u'A': 2, u'B': -10}",-95430
219,93520.0,100000,2016-08-26 18:14:19.783770,4,0,111,-14456,"{u'A': 0, u'B': -12}",-114456
220,93559.0,100000,2016-08-26 20:01:29.754620,4,45864,74,50474,"{u'A': 2, u'B': -10}",-95390
221,93552.0,100000,2016-08-26 21:40:12.136830,7,91724,97,96344,"{u'A': 4, u'B': -10}",-95380
222,93688.0,100000,2016-08-26 22:56:11.859570,8,0,195,-5072,"{u'A': 0, u'B': -11}",-105072
223,93985.0,100000,2016-08-26 23:41:06.802160,9,46040,622,30972,"{u'A': 2, u'B': -12}",-115068
224,94022.0,100000,2016-08-27 00:14:58.596220,-1,0,720,-47727,"{u'A': -1, u'B': -13}",-147727
225,94357.0,100000,2016-08-27 00:49:12.564000,-5,0,1478,-6007,"{u'A': 0, u'B': -11}",-106007
226,94459.0,100000,2016-08-27 01:33:39.630450,-7,23107,1619,7319,"{u'A': 1, u'B': -12}",-115788
227,93433.0,100000,2016-08-29 11:25:48.378540,-8,45818,424,69634,"{u'A': 2, u'B': -8}",-76184
228,92760.0,100000,2016-08-29 11:43:23.911940,-8,45530,226,98300,"{u'A': 2, u'B': -5}",-47230
229,93064.0,100000,2016-08-29 12:01:47.958150,-10,45674,319,88806,"{u'A': 2, u'B': -6}",-56868
230,92854.0,100000,2016-08-29 12:22:04.963070,-12,0,267,33766,"{u'A': 0, u'B': -7}",-66234
231,92965.0,100000,2016-08-29 12:43:06.459960,-11,45580,408,88718,"{u'A': 2, u'B': -6}",-56862
232,93160.0,100000,2016-08-29 13:06:03.367470,-10,45680,416,98200,"{u'A': 2, u'B': -5}",-47480
233,93029.0,100000,2016-08-29 13:55:04.927070,-6,91108,507,162623,"{u'A': 4, u'B': -3}",-28485
234,92958.0,100000,2016-08-29 15:32:04.126650,-2,91056,524,191056,"{u'A': 4, u'B': 0}",0
235,92956.0,100000,2016-08-29 16:09:54.733560,-3,136608,526,217640,"{u'A': 6, u'B': -2}",-18968
236,92888.0,100000,2016-08-29 16:49:26.782450,-6,136494,655,217538,"{u'A': 6, u'B': -2}",-18956
237,92938.0,100000,2016-08-29 17:27:41.939430,-11,182072,582,282072,"{u'A': 8, u'B': 0}",0
238,92911.0,100000,2016-08-29 18:02:42.908620,-5,250448,452,340973,"{u'A': 11, u'B': -1}",-9475
239,92908.0,100000,2016-08-29 19:43:54.668530,1,250349,551,350349,"{u'A': 11, u'B': 0}",0
240,92960.0,100000,2016-08-29 22:07:42.882940,1,273300,342,373300,"{u'A': 12, u'B': 0}",0
241,93185.0,100000,2016-08-29 23:38:09.903040,3,283465,-308,383465,"{u'A': 12, u'B': 1}",0
242,93094.0,100000,2016-08-30 00:31:03.297640,2,273804,-147,373804,"{u'A': 12, u'B': 0}",0
243,93147.0,100000,2016-08-30 01:33:04.908200,-2,319424,-139,419424,"{u'A': 14, u'B': 0}",0
244,93664.0,100000,2016-08-30 11:29:55.792550,-2,298181,-1764,388623,"{u'A': 13, u'B': -1}",-9558
245,93762.0,100000,2016-08-30 11:45:54.189110,-5,298038,-1559,398038,"{u'A': 13, u'B': 0}",0
246,93413.0,100000,2016-08-30 12:03:53.044520,-5,260882,-605,360882,"{u'A': 11, u'B': 1}",0
247,93491.0,100000,2016-08-30 12:26:32.450030,-5,276515,-965,376515,"{u'A': 10, u'B': 5}",0
248,93562.0,100000,2016-08-30 12:49:44.849160,-6,267218,-1205,367218,"{u'A': 10, u'B': 4}",0
249,93466.0,100000,2016-08-30 13:16:52.236950,-5,263187,-967,363187,"{u'A': 9, u'B': 6}",0
250,93594.0,100000,2016-08-30 13:44:24.682060,-6,301748,-1362,401748,"{u'A': 9, u'B': 10}",0
251,93675.0,100000,2016-08-30 15:11:26.729720,-3,315335,-1571,415335,"{u'A': 10, u'B': 9}",0
252,93808.0,100000,2016-08-30 15:33:35.930260,-2,285209,-1958,385209,"{u'A': 7, u'B': 13}",0
253,93750.0,100000,2016-08-30 15:59:03.333120,-3,262106,-1795,362106,"{u'A': 6, u'B': 13}",0
254,93756.0,100000,2016-08-30 16:28:05.828360,-6,193269,-1819,293269,"{u'A': 3, u'B': 13}",0
255,93856.0,100000,2016-08-30 17:01:44.776760,-5,206876,-2028,306876,"{u'A': 4, u'B': 12}",0
256,94031.0,100000,2016-08-30 17:25:26.739800,-6,234098,-2431,334098,"{u'A': 6, u'B': 10}",0
257,93920.0,100000,2016-08-30 17:51:19.197200,-4,103512,-2235,203512,"{u'A': 2, u'B': 6}",0
258,93785.0,100000,2016-08-30 18:19:34.644740,-2,67053,-2144,121163,"{u'A': -2, u'B': 7}",-45890
259,93864.0,100000,2016-08-30 20:13:15.558560,-4,67144,-2183,144192,"{u'A': -1, u'B': 7}",-22952
260,94119.0,100000,2016-08-30 21:22:18.728150,-3,28869,-2142,36861,"{u'A': -4, u'B': 3}",-92008
261,94097.0,100000,2016-08-30 22:45:43.720910,0,38468,-2100,92456,"{u'A': -2, u'B': 4}",-46012
262,94153.0,100000,2016-08-30 23:39:51.531740,-1,38492,-2089,46416,"{u'A': -4, u'B': 4}",-92076
263,94020.0,100000,2016-08-31 00:10:21.329960,-3,76848,-2047,107863,"{u'A': -3, u'B': 8}",-68985
264,93898.0,100000,2016-08-31 00:40:05.177050,-8,95900,-1967,81030,"{u'A': -5, u'B': 10}",-114870
265,93906.0,100000,2016-08-31 01:17:48.025050,-6,86310,-1940,2486,"{u'A': -8, u'B': 9}",-183824
266,93592.0,100000,2016-08-31 11:21:59.242600,2,86004,-2154,25662,"{u'A': -7, u'B': 9}",-160342
267,93662.0,100000,2016-08-31 11:45:55.186710,4,66920,-2045,98127,"{u'A': -3, u'B': 7}",-68793
268,93632.0,100000,2016-08-31 12:10:42.254060,6,76464,-2034,84780,"{u'A': -4, u'B': 8}",-91684
269,93765.0,100000,2016-08-31 12:39:33.157160,7,86139,-1974,94319,"{u'A': -4, u'B': 9}",-91820
270,93750.0,100000,2016-08-31 13:10:19.192550,7,95700,-1994,80950,"{u'A': -5, u'B': 10}",-114750
271,93631.0,100000,2016-08-31 13:47:30.740220,4,114660,-1954,100020,"{u'A': -5, u'B': 12}",-114640
272,93644.0,100000,2016-08-31 15:20:19.209010,4,114696,-1978,77134,"{u'A': -6, u'B': 12}",-137562
273,93558.0,100000,2016-08-31 15:51:11.172260,4,105028,-1982,44665,"{u'A': -7, u'B': 11}",-160363
274,93570.0,100000,2016-08-31 16:26:14.699060,7,57300,-1975,19840,"{u'A': -6, u'B': 6}",-137460
275,93341.0,100000,2016-08-31 17:00:34.813130,-3,76200,-2167,16194,"{u'A': -7, u'B': 8}",-160006
276,93460.0,100000,2016-08-31 17:33:48.394380,-5,47660,-1939,10260,"{u'A': -6, u'B': 5}",-137400
277,93548.0,100000,2016-08-31 18:06:45.005320,-3,57252,-1896,42657,"{u'A': -5, u'B': 6}",-114595
278,93729.0,100000,2016-08-31 19:43:33.144250,-7,66941,-1822,6242,"{u'A': -7, u'B': 7}",-160699
279,93679.0,100000,2016-08-31 21:26:36.347150,-8,66899,-1829,-39624,"{u'A': -9, u'B': 7}",-206523
280,93535.0,100000,2016-08-31 22:57:42.711410,-6,38164,-2067,-113901,"{u'A': -11, u'B': 4}",-252065
